CIF_ID,Prediction,Target
Li2W-MoS2-NM,0.6122781038284302,0.5494003295898438
IrTe2-GeS2-NM,0.0606778562068939,0.1621483415365219
NbS2-MoS2-FM,-1.037271499633789,-1.0850043296813965
Zr2Br6-TiCl3-FM,-1.3059717416763306,-1.3328042030334473
TiI2-MoS2-NM,-0.705808699131012,-0.6697224974632263
Co2S2-NiSe-NM,-0.2574291825294494,-0.2598295211791992
Cu2Se2-CH-NM,-0.0843801498413086,-0.0859869420528411
SnTe-GeSe-NM,-0.1882425546646118,-0.1597341001033783
Co2I6-AgBr3-AFM,0.0716814696788787,0.0955584496259689
Ti2F2N-Ti2CO2-NM,-2.5028064250946045,-2.560793161392212
Ti2P2Te6-MnPSe3-AFM,-0.3535971343517303,-0.262009710073471
CrSeTe-BiTeI-NM,-0.1942517757415771,-0.1740439385175705
Cr2S2-NiSe-AFM,-0.5203015804290771,-0.4626488387584686
AsBrTe-BiTeI-NM,-0.2726107835769653,-0.2443756908178329
Zr2Cl2-CH-NM,-0.5943660736083984,-0.5848745703697205
Cr3N2O2-Ti3C2O2-NM,-0.8856183886528015,-0.8269914388656616
Ta2S2-GaSe-FM,-0.4483723640441894,-0.3981472551822662
Ba2Cl2-FeSe-NM,-1.5633937120437622,-1.5134652853012085
Co4Se8-CdI2-FM,-0.2859675884246826,-0.2678057551383972
Ge2I2O2-FeOCl-NM,-0.6916484832763672,-0.6495888233184814
Rh2O2-FeSe-NM,0.1524100005626678,0.1677714586257934
RhI2-MoS2-FM,0.2058175504207611,0.2296856343746185
VSe2-CdI2-NM,-0.7316746711730957,-0.6851422786712646
Mn2Te6-VTe3-FM,-0.0235176682472229,-0.0252344515174627
Nb3N2-Ti3C2-NM,-0.5214237570762634,-0.4014979600906372
SrI2-MoS2-NM,-1.6709041595458984,-1.646447777748108
TaO2-GeS2-FM,-2.2778241634368896,-2.1944425106048584
V3N2O2-Ti3C2O2-FM,-1.548798680305481,-1.5090943574905396
SbTe2-GeS2-NM,0.1663383543491363,0.2527299523353576
Mo2Cl2S2-FeOCl-NM,-0.5505228042602539,-0.5260774493217468
Ag2I2-FeSe-NM,-0.2270315289497375,-0.2529312968254089
NiSe2-MoS2-NM,-0.0411468744277954,-0.0793392956256866
Cr2Cl4-WTe2-FM,-0.936506450176239,-0.9920527935028076
NbSe2-MoS2-NM,-0.8851232528686523,-0.8774108290672302
Bi2Te2-GaSe-NM,0.0214966833591461,0.0276246201246976
Ir2Cl2-FeSe-NM,0.8292933702468872,0.8204081654548645
Nb4N3-Ti4C3-NM,-0.6578042507171631,-0.5706470608711243
Cu2S2-CH-NM,-0.0652318000793457,-0.1013493686914444
Zr4I4O4-HfBrS-NM,-1.894736766815185,-1.946185111999512
YTe2-GeS2-NM,-0.6412666440010071,-0.6256003379821777
Sc2O2-GaS-NM,-2.810588121414185,-2.764167308807373
Ta2I6-TiCl3-NM,-0.2260164767503738,-0.2320688217878341
TlCl2-GeS2-NM,-0.7195702791213989,-0.6562873125076294
GeSe-GeSe-NM,-0.1768290698528289,-0.1903295218944549
HgO2-GeS2-NM,0.6049054861068726,0.5467997193336487
BrSSb-BiTeI-NM,-0.4112329185009002,-0.4154440760612488
TiF2-GeS2-FM,-2.487853765487671,-2.5351195335388184
Zn2P2Se6-MnPSe3-NM,-0.3148090243339538,-0.2969448268413543
V2I2-CH-NM,0.1125526130199432,0.1729026883840561
V2Te2-CH-NM,-0.16902756690979,-0.1273196041584015
Bi2Te2-PbSe-FM,0.229432076215744,0.2596861720085144
Sc2CO2-Ti2CO2-FM,-1.7866066694259644,-1.8124412298202517
Ta2CF2-Ti2CO2-NM,-1.631981611251831,-1.6705589294433594
CrF2-GeS2-FM,-1.760882019996643,-1.7317492961883545
CuTe2-MoS2-NM,0.0742975771427154,0.136028304696083
Cr2Cl4-WTe2-AFM,-0.9737128019332886,-0.9987463355064392
V2Cl2Se2-FeOCl-AFM,-0.9594385027885436,-0.8845109343528748
V2Br2-FeSe-FM,-0.1258657574653625,-0.1379939615726471
Re2Br2-FeSe-NM,1.095559000968933,1.0578685998916626
W2Te4-MnS2-FM,0.7415294647216797,0.8361862301826477
In2Br6-TiCl3-NM,-0.830379068851471,-0.7567020654678345
Zr2Te2-GaS-NM,-0.3039317727088928,-0.2966419160366058
Ru2Se2-FeSe-NM,-0.1199520826339721,-0.2266046404838562
Fe2I2N2-FeOCl-AFM,0.1641363799571991,0.1827706694602966
Cr2S2-FeSe-AFM,-0.5541296005249023,-0.5091657042503357
Hf2Se2-GaS-FM,-0.6388611793518066,-0.560687243938446
Hg2I2Se2-FeOCl-NM,-0.0309557020664215,-0.0355389565229415
Ni2Br6-AgBr3-FM,-0.0600808858871459,-0.114181101322174
Co2F2-CH-AFM,-0.9598461389541626,-1.03256094455719
Zr2Te2-GaSe-NM,-0.3010813593864441,-0.2758627831935882
Nb2O6-TiS3-NM,-2.120045661926269,-2.070210218429565
Mo2F2N-Ti2CO2-NM,-1.145103096961975,-1.1892098188400269
Re2Br6-TiCl3-NM,0.1709105670452118,0.1215585842728614
Y2Br2-FeSe-FM,-0.7741831541061401,-0.7534615397453308
Ta2Se2-FeSe-NM,-0.4171617031097412,-0.3789126873016357
HgO-BN-NM,-0.1542943120002746,-0.1450976729393005
Li2Mo-MoS2-NM,0.5134854316711426,0.5030940771102905
BiClTe-BiTeI-NM,-0.6085453629493713,-0.5978969931602478
W2Te2-GaSe-NM,0.7960906028747559,0.9192177653312684
Sn2Se2-PbSe-NM,-0.0380197167396545,-0.0204406678676605
CrBrI-MoSSe-FM,-0.335710734128952,-0.3087277710437774
Ru2Cl2N2-FeOCl-NM,0.1119438111782074,0.0812441557645797
BiCl2-MoS2-NM,-0.5003529191017151,-0.5997783541679382
OsI2-MoS2-FM,1.0188868045806885,1.067867875099182
CoH2-MoS2-FM,0.1668561995029449,0.1039542555809021
Ti3F2N2-Ti3C2O2-FM,-2.2337799072265625,-2.228013277053833
TiH2-MoS2-NM,-0.1227400004863739,-0.0967687144875526
RhI2-CdI2-NM,-0.0859788358211517,-0.1051291972398758
RhTe2-MoS2-NM,-0.256712794303894,-0.2342549562454223
Re2F2-CH-NM,-0.9018959999084472,-0.9700069427490234
TiAsSb-MoSSe-NM,-0.1054494976997375,-0.1314861327409744
Fe2F2-CH-FM,-1.274095892906189,-1.32256281375885
Mo2I2O2-FeOCl-NM,-0.7990230321884155,-0.7597101926803589
FeTe2-CdI2-FM,-0.0876893699169159,-0.0464025065302848
Mn2Se4-MnS2-AFM,-0.0876718759536743,-0.1247100681066513
F2Si2-CH-NM,-1.734291911125183,-1.76714825630188
Bi2V-CdI2-NM,0.3107270300388336,0.3010686635971069
V4H2N3O2-Ti4C3H2O2-NM,-1.16921865940094,-1.1038169860839844
Cr2Br2-FeSe-FM,0.2039633691310882,0.2472024708986282
Rh2S2-GaSe-NM,-0.1644892692565918,-0.251131147146225
Ta3F2N2-Ti3C2O2-NM,-1.4961445331573486,-1.468091607093811
FeI2-CdI2-NM,-0.0010649859905242,0.0733026266098022
IrSe2-CdI2-NM,-0.3070491552352905,-0.2176556438207626
Re2I6-BiI3-FM,0.1962798535823822,0.2123004496097564
TiBrCl-BiTeI-NM,-1.2558921575546265,-1.2274996042251587
CuH2-MoS2-NM,0.2821988761425018,0.3226310014724731
Mn2CO2-Ti2CO2-AFM,-0.6880168914794922,-0.7219782471656799
Y2F2-FeSe-NM,-1.7820110321044922,-1.746790051460266
Y3H2N2O2-Ti3C2H2O2-NM,-1.89621102809906,-1.824460506439209
Sn6As2-C3N-NM,0.5887187719345093,0.5894587635993958
VSeTe-MoSSe-FM,-0.5719255805015564,-0.502127468585968
Hf2I2S2-FeOCl-NM,-1.2769529819488523,-1.280697464942932
Br4C16Cl4Ge2H48N4-PbA2I4-NM-2,-0.3879380226135254,-0.3669686913490295
ZnCl2-CdI2-NM,-1.1539852619171145,-1.1070029735565186
Rh2S2-GaS-NM,-0.1966472566127777,-0.2787557542324066
Nb4O8-Undefined-NM,-2.3969836235046387,-2.424536943435669
BiClTe-MoSSe-NM,-0.4476609528064728,-0.4684518873691559
HfS2-CdI2-NM,-1.594111084938049,-1.592401385307312
Cu2Te2-GaSe-FM,0.156569093465805,0.2210287451744079
HfSSe-BiTeI-NM,-1.4977368116378784,-1.470551609992981
Al2S2-GaSe-NM,-0.9763100147247314,-0.8769359588623047
Fe2Se2-GaSe-NM,0.0686000883579254,0.1228368654847145
Re2I2-FeSe-NM,1.185766577720642,1.203994870185852
Fe2I2N2-FeOCl-FM,0.1618480384349823,0.2120162546634674
BiMoAs-MoSSe-NM,0.2030644118785858,0.1913067251443863
Pb6P2-C3N-NM,0.5337949991226196,0.6135913729667664
Mn2P2Te6-Undefined-AFM,-0.0392125248908996,0.0031923060305416
BiIS-MoSSe-NM,-0.2763371169567108,-0.2869923412799835
Mo3F2N2-Ti3C2O2-NM,-0.9757794141769408,-0.8994809985160828
NbSTe-MoSSe-NM,-0.772911787033081,-0.7557584047317505
V2CH2O2-Ti2CH2O2-NM,-1.08199942111969,-1.061047911643982
In2I2-FeSe-NM,-0.4247957170009613,-0.363106369972229
S4Sb2-WTe2-NM,0.2571187913417816,0.202704519033432
VO2-MoS2-FM,-2.116283655166626,-2.087676763534546
Re2Te2-Undefined-NM,0.4239391982555389,0.4580571353435516
HgS2-MoS2-NM,0.4733358919620514,0.4419530928134918
InBr2-GeS2-NM,-0.6808956265449524,-0.6533966660499573
Tl2Te2-GaS-NM,-0.1314011216163635,-0.0891305208206176
Pt2I2N2-FeOCl-NM,0.553194522857666,0.5644223093986511
Hf2I4-WTe2-NM,-0.7040021419525146,-0.7255764007568359
W2I2Se2-FeOCl-NM,-0.0320076644420623,0.0124137299135327
CrTe2-MoS2-NM,-0.091479867696762,-0.105523332953453
WI2-GeS2-NM,0.7880027294158936,0.7841677069664001
Ni2O2-GaS-AFM,-0.4035719931125641,-0.405242770910263
Hf2S2-CH-NM,-0.9499751329421996,-0.8880970478057861
Zr2I6-BiI3-FM,-0.9446305632591248,-0.9009072184562684
Cr2F2-CH-NM,-1.5512906312942505,-1.4761450290679932
Co2Br2O2-FeOCl-NM,-0.6215634346008301,-0.6794402599334717
V4N3-Ti4C3-NM,-0.6563576459884644,-0.5926923751831055
Hf2S2-FeSe-NM,-0.8752400279045105,-0.7962867617607117
Hf2C-CdI2-NM,0.0169252157211303,0.0117486687377095
Ta2Cl2-FeSe-FM,0.1133626997470855,0.113373264670372
NbBrCl-MoSSe-NM,-0.7282588481903076,-0.7557268142700195
Rh2Se4-WTe2-NM,-0.3566741943359375,-0.3471074104309082
BiVAs-BiTeI-NM,0.0849557220935821,0.1016861349344253
Nb2S2-GaS-NM,-0.555187463760376,-0.4656048715114593
PbSe2-CdI2-NM,-0.1232430338859558,-0.0409743376076221
Ge2I2N2-FeOCl-NM,0.145743578672409,0.2202732115983963
Hf2O2-AuSe-NM,-1.9680558443069456,-1.8849908113479612
Re2I2-CH-NM,0.6360098123550415,0.5527651309967041
Cr2Br2N2-FeOCl-AFM,-0.4502850770950317,-0.3808061182498932
Ti2I6-TiCl3-AFM,-0.7477645874023438,-0.7063283324241638
VSe2-MoS2-FM,-0.766508936882019,-0.7080889344215393
AuTe2-GeS2-NM,0.0685321390628814,0.0677111223340034
AlAs-BN-NM,-0.0286980271339416,0.0386858396232128
SrSe2-GeS2-NM,-0.246324822306633,-0.2931666076183319
Sn2C16Cl8H48N4-PbA2I4-NM,-0.4275327026844024,-0.4036925733089447
Ni2Br2S2-FeOCl-NM,-0.3313749432563782,-0.3437492847442627
BaI2-CdI2-NM,-1.7644716501235962,-1.8160792589187624
Ta2H2NO2-Ti2CH2O2-NM,-1.0251796245574951,-1.027754783630371
Os2Te2-GaSe-NM,0.6121693849563599,0.6756177544593811
In4Br8-Undefined-NM,-0.8044971823692322,-0.7500349879264832
V2I2-FeSe-NM,0.1233729422092437,0.1082652062177658
Mn2I2S2-FeOCl-FM,-0.4557276964187622,-0.448839783668518
Y3C2H2O2-Ti3C2H2O2-NM,-1.066342830657959,-1.1180766820907593
Mo2I6-TiCl3-AFM,-0.053962618112564,-0.061624065041542
Pt2Te2-GaSe-NM,-0.0131800472736358,0.0311137232929468
NiO2-GeS2-FM,-0.4536592364311218,-0.298879325389862
Ti4Br4O4-HfBrS-NM,-1.9677557945251465,-2.00050687789917
Zr4C3-Ti4C3-FM,-0.4742050766944885,-0.554232656955719
Zr2S2-FeSe-NM,-1.0702801942825315,-1.0269546508789062
MnBr2-MoS2-FM,-0.5765215158462524,-0.6532044410705566
TaS2-GeS2-NM,-0.6820117235183716,-0.6399975419044495
Cu2Br2-FeSe-NM,-0.2117073237895965,-0.274295300245285
Re2S4-WTe2-NM,-0.4459445178508758,-0.4960461556911468
